EntiteFinanciereProgramme;NomenclatureComptable;DEPENSES_RECETTES;INVESTISSEMENT_FONCTIONNEMENT;CodeChapitre;LibelleChapitre;CodeArticle;LibelleArticle;CodePresentationCroisee;LibellePresentationCroisee;ORDRE_REEL;MontantRealise
Budget principal TM;M57;Depense;Investissement;23;Immobilisations en cours;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;322;Stades;Reel;852308.69
Budget principal TM;M57;Depense;Investissement;23;Immobilisations en cours;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;515;Operations d amenagement;Reel;10052120.53
Budget principal TM;M57;Depense;Investissement;23;Immobilisations en cours;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;828;Autres transports;Reel;6440.4
Budget principal TM;M57;Depense;Investissement;23;Immobilisations en cours;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;844;Voirie metropolitaine;Reel;114889143.0
Budget principal TM;M57;Depense;Investissement;23;Immobilisations en cours;238;Avances versees sur commandes d immobilisations corporelles;325;Autres equipements sportifs ou de loisirs;Reel;0.0
Budget principal TM;M57;Depense;Investissement;26;Participations et creances rattachees a  des participations;261;Titres de participation;1;Operations non ventilables;Reel;50320.0
Budget principal TM;M57;Depense;Investissement;26;Participations et creances rattachees a  des participations;261;Titres de participation;50;Services communs;Reel;20020.0
Budget principal TM;M57;Depense;Investissement;27;Autres immobilisations financieres;271;Titres immobilises (droits de propriete);1;Operations non ventilables;Reel;630000.0
Budget principal TM;M57;Depense;Investissement;27;Autres immobilisations financieres;2745;Praªts - Avances remboursables;552;Aide au secteur locatif;Reel;0.0
Budget principal TM;M57;Depense;Investissement;27;Autres immobilisations financieres;275;Depots et cautionnements verses;1;Operations non ventilables;Reel;73825.41
Budget principal TM;M57;Depense;Investissement;458117;Operations sous mandat depenses - Voie de liaison des RAMASSIERS (troncon 1);458117;Operations sous mandat depenses - Voie de liaison des RAMASSIERS (troncon 1);844;Voirie metropolitaine;Reel;5829.41
Budget principal TM;M57;Depense;Investissement;458119;Operations sous mandat depenses - Voie de liaison des RAMASSIERS (troncon 3);458119;Operations sous mandat depenses - Voie de liaison des RAMASSIERS (troncon 3);844;Voirie metropolitaine;Reel;0.0
Budget principal TM;M57;Depense;Investissement;458122;Operations sous mandat depenses - BUN - Travaux;458122;Operations sous mandat depenses - BUN - Travaux;844;Voirie metropolitaine;Reel;15030.58
Budget principal TM;M57;Depense;Investissement;458126;Operations sous mandat depenses - PEX - Acq. fon. Tramway pour compte de tiers SMTC;458126;Operations sous mandat depenses - PEX - Acq. fon. Tramway pour compte de tiers SMTC;61;Interventions economiques transversales;Reel;0.0
Budget principal TM;M57;Depense;Investissement;458133;Operations sous mandat depenses - Ligne Envol;458133;Operations sous mandat depenses - Ligne Envol;734;Eaux pluviales;Reel;0.0
Budget principal TM;M57;Depense;Investissement;458141;Operations sous mandat depenses - LINEO : L9 (ligne 38);458141;Operations sous mandat depenses - LINEO : L9 (ligne 38);821;Transport sur route;Reel;1091975.47
Budget principal TM;M57;Depense;Investissement;458143;Operations sous mandat depenses - Allongement des quais ligne A;458143;Operations sous mandat depenses - Allongement des quais ligne A;847;Equipements de voirie;Reel;25032.51
Budget principal TM;M57;Depense;Investissement;458144;Operations sous mandat depenses - LINEO : L5  - amenagement connexe;458144;Operations sous mandat depenses - LINEO : L5  - amenagement connexe;821;Transport sur route;Reel;0.0
Budget principal TM;M57;Depense;Investissement;458153;Operations sous mandat depenses - TAE reconnaissance reseaux;458153;Operations sous mandat depenses - TAE reconnaissance reseaux;828;Autres transports;Reel;265073.45
Budget principal TM;M57;Depense;Investissement;458158;Operations sous mandat depenses - Ligne Ceinture Sud - Maillon Ouest;458158;Operations sous mandat depenses - Ligne Ceinture Sud - Maillon Ouest;821;Transport sur route;Reel;357436.39
Budget principal TM;M57;Recette;Fonctionnement;13;Subventions d investissement;6419;Remunerations du personnel - Remboursements sur remunerations du personnel;844;Voirie metropolitaine;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;13;Subventions d investissement;6459;Charges de securite sociale et de prevoyance - Remboursements sur charges de Securite Sociale et de prevoyance.;20;Administration generale de la collectivite;Reel;13387.13
Budget principal TM;M57;Recette;Fonctionnement;42;Operations d ordre de transfert entre sections;7761;Differences sur realisations (negatives) reprises au compte de resultat (O);1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70311;Redevances et recettes d utilisation du domaine - Concession dans les cimetieres (produit net);25;Cimetieres et pompes funebres;Reel;584242.02
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70321;Redevances et recettes d utilisation du domaine - Droits de stationnement et de location sur la voie publique;325;Autres equipements sportifs ou de loisirs;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70328;Redevances et recettes d utilisation du domaine - Autres droits de stationnement et de location;428;Autres interventions sociales;Reel;11477.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;704;Travaux;428;Autres interventions sociales;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7062;Prestations de services - Redevances et droits des services a  caractere culturel;311;Activites artistiques, actions et manifestations culturelles;Reel;286315.15
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7062;Prestations de services - Redevances et droits des services a  caractere culturel;314;Musees;Reel;900864.5
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70684;Prestations de services - Redevances d archeologie preventive;312;Patrimoine;Reel;917711.96
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70688;Prestations de services - Autres prestations de services;428;Autres interventions sociales;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70688;Prestations de services - Autres prestations de services;844;Voirie metropolitaine;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70841;Autres produits - aux budgets annexes, regies, CCAS et caisse des ecoles;734;Eaux pluviales;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70845;Autres produits - aux communes membres du GFP;325;Autres equipements sportifs ou de loisirs;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70872;Autres produits - par les budgets annexes et les regies;7212;Collecte des dechets;Reel;8439796.39
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70878;Autres produits - par des tiers;317;Cinemas et autres salles de spectacles;Reel;275666.9
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70878;Autres produits - par des tiers;844;Voirie metropolitaine;Reel;828985.79
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7088;Autres produits - Autres produits d activites annexes (abonnements et vente d ouvrages...);515;Operations d amenagement;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7088;Autres produits - Autres produits d activites annexes (abonnements et vente d ouvrages...);7212;Collecte des dechets;Reel;-10412.25
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7088;Autres produits - Autres produits d activites annexes (abonnements et vente d ouvrages...);751;Reseaux de chaleur et de froid;Reel;4100761.36
Budget principal TM;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7088;Autres produits - Autres produits d activites annexes (abonnements et vente d ouvrages...);847;Equipements de voirie;Reel;38308.69
Budget principal TM;M57;Recette;Fonctionnement;73;Impots et taxes;738;Autres impots et taxes;20;Administration generale de la collectivite;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;731;Impositions directes;73114;Impots locaux - Imposition forfaitaire sur les entreprises de reseaux;1;Operations non ventilables;Reel;3218772.0
Budget principal TM;M57;Recette;Fonctionnement;731;Impositions directes;7318;Fiscalite locale - Autres;1;Operations non ventilables;Reel;6898914.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;741126;D.G.F. - Dotation de compensation des EPCI;1;Operations non ventilables;Reel;91021525.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;744;FCTVA;1;Operations non ventilables;Reel;315064.88
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74611;Dotation generale de decentralisation - DGD;515;Operations d amenagement;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74718;Participations - Autres;515;Operations d amenagement;Reel;480131.76
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;7473;Participations - Departements;20;Administration generale de la collectivite;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74741;Participations - Communes membres du GFP;515;Operations d amenagement;Reel;945.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74778;Participations - Autres fonds europeens;428;Autres interventions sociales;Reel;719866.38
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;7478211;Participations - Etat;61;Interventions economiques transversales;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74788;Participations - Autres;20;Administration generale de la collectivite;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74788;Participations - Autres;311;Activites artistiques, actions et manifestations culturelles;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74788;Participations - Autres;50;Services communs;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;74;Dotations et participations;74788;Participations - Autres;7213;Tri, valorisation et traitement des dechets;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;752;Revenus des immeubles;20;Administration generale de la collectivite;Reel;29027.25
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;752;Revenus des immeubles;311;Activites artistiques, actions et manifestations culturelles;Reel;93170.04
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;752;Revenus des immeubles;314;Musees;Reel;35041.68
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;755;Dedits et penalites percues;20;Administration generale de la collectivite;Reel;733.66
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;755;Dedits et penalites percues;515;Operations d amenagement;Reel;4095.0
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;75813;Produits divers de gestion courante - Redevances versees par les fermiers et concessionnaires;317;Cinemas et autres salles de spectacles;Reel;491799.2
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;75813;Produits divers de gestion courante - Redevances versees par les fermiers et concessionnaires;325;Autres equipements sportifs ou de loisirs;Reel;12950.67
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;75813;Produits divers de gestion courante - Redevances versees par les fermiers et concessionnaires;734;Eaux pluviales;Reel;12161726.92
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;75862;Produits divers de gestion courante - Regies dotees de la personnalite morale;844;Voirie metropolitaine;Reel;376400.49
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;75888;Produits divers de gestion courante - Autres;311;Activites artistiques, actions et manifestations culturelles;Reel;6467.0
Budget principal TM;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;75888;Produits divers de gestion courante - Autres;317;Cinemas et autres salles de spectacles;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;76;Produits financiers;7621;Produits des autres immobilisations financieres - Produits des autres immobilisations financieres - encaisses a  l echeance;515;Operations d amenagement;Reel;137753.0
Budget principal TM;M57;Recette;Fonctionnement;76;Produits financiers;7622;Produits des autres immobilisations financieres - Produits des autres immobilisations financieres - rattachement des ICNE;1;Operations non ventilables;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;76;Produits financiers;76233;Produits des autres immobilisations financieres - par leurs BA et regies a  seule autonomie financiere;7212;Collecte des dechets;Reel;202052.0
Budget principal TM;M57;Recette;Fonctionnement;76;Produits financiers;7688;Autres produits financiers - Autres;1;Operations non ventilables;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;77;Produits exceptionnels;773;Mandats annules (sur exercices anterieurs) ou atteints par la decheance quadriennale;20;Administration generale de la collectivite;Reel;4775.53
Budget principal TM;M57;Recette;Fonctionnement;77;Produits exceptionnels;773;Mandats annules (sur exercices anterieurs) ou atteints par la decheance quadriennale;428;Autres interventions sociales;Reel;132.5
Budget principal TM;M57;Recette;Fonctionnement;77;Produits exceptionnels;773;Mandats annules (sur exercices anterieurs) ou atteints par la decheance quadriennale;7222;Action en matiere de proprete urbaine et de nettoiement;Reel;0.0
Budget principal TM;M57;Recette;Fonctionnement;77;Produits exceptionnels;773;Mandats annules (sur exercices anterieurs) ou atteints par la decheance quadriennale;734;Eaux pluviales;Reel;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;2111;Terrains - Terrains nus;1;Operations non ventilables;Ordre;143147.84
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;2112;Terrains - Terrains de voirie (O);1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;217828;Immobilisations recues au titre d une mise a  disposition - Autres materiels de transport (O);1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;21828;Autres immobilisations corporelles - Autres materiels de transport;1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;261;Titres de participation;1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28031;Amortissements des immobilisations incorporelles - Frais d etudes;1;Operations non ventilables;Ordre;603143.99
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28032;Amortissements des immobilisations incorporelles - Frais de recherche et de developpement;1;Operations non ventilables;Ordre;83328.57
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;2804113;Amortissements des immobilisations incorporelles - Projets d infrastructures d interaªt national;1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28041411;Amortissements des immobilisations incorporelles - Biens mobiliers, materiel et etudes;1;Operations non ventilables;Ordre;10000.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28041481;Amortissements des immobilisations incorporelles - Biens mobiliers, materiel et etudes;1;Operations non ventilables;Ordre;126290.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28041512;Amortissements des immobilisations incorporelles - Ba¢timents et installations;1;Operations non ventilables;Ordre;616965.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;280415332;Amortissements des immobilisations incorporelles - Ba¢timents et installations;1;Operations non ventilables;Ordre;3214315.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;280415341;Amortissements des immobilisations incorporelles - Biens mobiliers, materiel et etudes;1;Operations non ventilables;Ordre;473197.36
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;280423;Amortissements des immobilisations incorporelles - Projets d infrastructures d interaªt national;1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;2804412;Amortissements des immobilisations incorporelles - Ba¢timents et installations;1;Operations non ventilables;Ordre;37561.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28051;Amortissements des concessions et droits similaires;1;Operations non ventilables;Ordre;4351571.63
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28087;Amortissements des immobilisations incorporelles recues au titre d une mise a  disposition;1;Operations non ventilables;Ordre;956.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;281351;Amortissements des immobilisations corporelles - Ba¢timents publics;1;Operations non ventilables;Ordre;2404958.24
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28158;Amortissements des immobilisations corporelles - Autres installations, materiel et outillage techniques;1;Operations non ventilables;Ordre;1120259.14
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;281752;Amortissements des immobilisations corporelles - Installations de voirie;1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;281758;Amortissements des immobilisations corporelles - Autres installations, materiel et outillage techniques;1;Operations non ventilables;Ordre;4161688.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;2817828;Amortissements des immobilisations corporelles - Autres materiels de transport;1;Operations non ventilables;Ordre;402.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;281788;Amortissements des immobilisations corporelles - Autres;1;Operations non ventilables;Ordre;40558.0
Budget principal TM;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;4912;Depreciations des comptes de redevables - Depreciation des comptes de redevables (budgetaires);1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;41;Operations patrimoniales;10251;Dotations et fonds d investissement - Dons et legs en capital (O);1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;41;Operations patrimoniales;2138;Constructions - Autres constructions (O);1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;41;Operations patrimoniales;2313;Immobilisations corporelles en cours - Constructions;1;Operations non ventilables;Ordre;0.0
Budget principal TM;M57;Recette;Investissement;10;Dotations, fonds divers et reserves;10222;Dotations et fonds d investissement - F.C.T.V.A.;1;Operations non ventilables;Reel;36295337.8
Budget principal TM;M57;Recette;Investissement;10;Dotations, fonds divers et reserves;10228;Dotations et fonds d investissement - Autres fonds d investissement;1;Operations non ventilables;Reel;6320.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1311;Subventions d investissement rattachees aux actifs amortissables - Etat et etablissements nationaux;311;Activites artistiques, actions et manifestations culturelles;Reel;0.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1311;Subventions d investissement rattachees aux actifs amortissables - Etat et etablissements nationaux;61;Interventions economiques transversales;Reel;40000.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1312;Subventions d investissement rattachees aux actifs amortissables - Regions;515;Operations d amenagement;Reel;0.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;13141;Subventions d investissement rattachees aux actifs amortissables - Communes membres du GFP;316;Thea¢tres;Reel;383498.65
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1318;Subventions d investissement rattachees aux actifs amortissables - Autres;7212;Collecte des dechets;Reel;0.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1321;Subventions d investissement rattachees aux actifs non amortissables - Etat et etablissements nationaux;515;Operations d amenagement;Reel;19620.27
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1321;Subventions d investissement rattachees aux actifs non amortissables - Etat et etablissements nationaux;61;Interventions economiques transversales;Reel;0.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1321;Subventions d investissement rattachees aux actifs non amortissables - Etat et etablissements nationaux;735;Lutte contre les inondations;Reel;379950.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1321;Subventions d investissement rattachees aux actifs non amortissables - Etat et etablissements nationaux;844;Voirie metropolitaine;Reel;1009660.64
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;13248;Subventions d investissement rattachees aux actifs non amortissables - Autres communes;20;Administration generale de la collectivite;Reel;0.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1328;Subventions d investissement rattachees aux actifs non amortissables - Autres;515;Operations d amenagement;Reel;0.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1328;Subventions d investissement rattachees aux actifs non amortissables - Autres;734;Eaux pluviales;Reel;0.0
Budget principal TM;M57;Recette;Investissement;13;Subventions d investissement;1348;Fonds affectes a  l equipement non amortissable - Autres;844;Voirie metropolitaine;Reel;6905423.77
Budget principal TM;M57;Recette;Investissement;16;Emprunts et dettes assimilees;16318;Emprunts obligataires - Autres emprunts obligataires;1;Operations non ventilables;Reel;0.0
Budget principal TM;M57;Recette;Investissement;204;Subventions d equipement versees;20421;Subventions d equipement versees - Biens mobiliers, materiel et etudes;847;Equipements de voirie;Reel;0.0
Budget principal TM;M57;Recette;Investissement;21;Immobilisations corporelles;2152;Installations, materiel et outillage techniques - Installations de voirie;844;Voirie metropolitaine;Reel;0.0
Budget principal TM;M57;Recette;Investissement;21;Immobilisations corporelles;21538;Installations, materiel et outillage techniques - Autres reseaux;7222;Action en matiere de proprete urbaine et de nettoiement;Reel;0.0
Budget principal TM;M57;Recette;Investissement;27;Autres immobilisations financieres;2745;Praªts - Avances remboursables;515;Operations d amenagement;Reel;3150000.0
Budget principal TM;M57;Recette;Investissement;27;Autres immobilisations financieres;2748;Praªts - Autres praªts;428;Autres interventions sociales;Reel;416283.94
Budget principal TM;M57;Recette;Investissement;27;Autres immobilisations financieres;276358;Autres creances immobilisees - Autres groupements;1;Operations non ventilables;Reel;1000000.0
Budget principal TM;M57;Recette;Investissement;458153;Operations sous mandat depenses - TAE reconnaissance reseaux;458153;Operations sous mandat depenses - TAE reconnaissance reseaux;828;Autres transports;Reel;3096.0
Budget principal TM;M57;Recette;Investissement;458201;Operations sous mandat recettes - Pole 1 - Reseau bus urbain amgt voirie;458201;Operations sous mandat recettes - Pole 1 - Reseau bus urbain amgt voirie;821;Transport sur route;Reel;0.0
Budget principal TM;M57;Recette;Investissement;458203;Operations sous mandat recettes - Pole 3 - Reseau bus urbain amgt voirie;458203;Operations sous mandat recettes - Pole 3 - Reseau bus urbain amgt voirie;1;Operations non ventilables;Reel;0.0
Budget principal TM;M57;Recette;Investissement;458209;Operations sous mandat recettes - Signalisation tricolore ligne E recettes;458209;Operations sous mandat recettes - Signalisation tricolore ligne E recettes;844;Voirie metropolitaine;Reel;59996.99
Budget principal TM;M57;Recette;Investissement;458223;Operations sous mandat recettes - Amelioration service ligne bus 16 - Recettes;458223;Operations sous mandat recettes - Amelioration service ligne bus 16 - Recettes;821;Transport sur route;Reel;1009361.8
Budget principal TM;M57;Recette;Investissement;458237;Operations sous mandat recettes - Jalonnements travaux tramway;458237;Operations sous mandat recettes - Jalonnements travaux tramway;844;Voirie metropolitaine;Reel;58507.32
Budget principal TM;M57;Recette;Investissement;458245;Operations sous mandat recettes - Metro ligne A - Tranchee commune - passage a  52 metres;458245;Operations sous mandat recettes - Metro ligne A - Tranchee commune - passage a  52 metres;847;Equipements de voirie;Reel;0.0
Budget principal TM;M57;Recette;Investissement;458251;Operations sous mandat recettes - Bassin retention eaux pluviales (Saint Orens);458251;Operations sous mandat recettes - Bassin retention eaux pluviales (Saint Orens);734;Eaux pluviales;Reel;0.0
Budget principal TM;M57;Recette;Investissement;458259;Operations sous mandat recettes - ZAC Malepere - Devoiement reseau pluvial;458259;Operations sous mandat recettes - ZAC Malepere - Devoiement reseau pluvial;734;Eaux pluviales;Reel;0.0
Budget principal TM;M57;Recette;Investissement;458260;Operations sous mandat recettes - LINEO : L11;458260;Operations sous mandat recettes - LINEO : L11;844;Voirie metropolitaine;Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;11;Charges a  caractere general;6068;Achats non stockes de matiere et fournitures - Autres matieres et fournitures;6068;Achats non stockes de matiere et fournitures - Autres matieres et fournitures;Reel;4952.34
Budget Assainissement;M49;Depense;Fonctionnement;11;Charges a  caractere general;61551;Entretien et reparations - Materiel roulant;61551;Entretien et reparations - Materiel roulant;Reel;2605.67
Budget Assainissement;M49;Depense;Fonctionnement;11;Charges a  caractere general;6225;Remunerations d intermediaires et honoraires - Indemnites au comptable et aux regisseurs;6225;Remunerations d intermediaires et honoraires - Indemnites au comptable et aux regisseurs;Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;11;Charges a  caractere general;6251;Deplacements et missions - Voyages, deplacements et missions;6251;Deplacements et missions - Voyages, deplacements et missions;Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;11;Charges a  caractere general;6283;Divers - Frais de nettoyage des locaux;6283;Divers - Frais de nettoyage des locaux;Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;11;Charges a  caractere general;6378;Autres impots, taxes et versements assimiles (autres organismes) - Autres taxes et redevances;6378;Autres impots, taxes et versements assimiles (autres organismes) - Autres taxes et redevances;Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;12;Charges de personnel et frais assimiles;6413;Remunerations du personnel - Primes et gratifications;6413;Remunerations du personnel - Primes et gratifications;Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;12;Charges de personnel et frais assimiles;6414;Remunerations du personnel - Indemnites et avantages divers;6414;Remunerations du personnel - Indemnites et avantages divers;Reel;595944.39
Budget Assainissement;M49;Depense;Fonctionnement;12;Charges de personnel et frais assimiles;6474;Autres charges sociales - Versements aux oeuvres sociales;6474;Autres charges sociales - Versements aux oeuvres sociales;Reel;23632.35
Budget Assainissement;M49;Depense;Fonctionnement;65;Autres charges de gestion courante;6542;Creances eteintes;6542;Creances eteintes;Reel;6276.37
Budget Assainissement;M49;Depense;Fonctionnement;65;Autres charges de gestion courante;6582;Remboursement trop percu redevances pollution ou modernisation;6582;Remboursement trop percu redevances pollution ou modernisation;Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;67;Charges exceptionnelles;673;Titres annules (sur exercices anterieurs);673;Titres annules (sur exercices anterieurs);Reel;0.0
Budget Assainissement;M49;Depense;Fonctionnement;67;Charges exceptionnelles;6734;Reversement reduction des titres sur exercices anterieurs redevances pour modernisation des reseaux de collecte;6734;Reversement reduction des titres sur exercices anterieurs redevances pour modernisation des reseaux de collecte;Reel;65465.69
Budget Assainissement;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;13914;Subventions d investissement inscrites au compte de resultat - Communes (O);13914;Subventions d investissement inscrites au compte de resultat - Communes (O);Ordre;7151.0
Budget Assainissement;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;13918;Subventions d investissement inscrites au compte de resultat - Autres Charges financieres;13918;Subventions d investissement inscrites au compte de resultat - Autres Charges financieres;Ordre;1302889.0
Budget Assainissement;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;1641;Emprunts aupres des etablissements de credit - Emprunts en euro;1641;Emprunts aupres des etablissements de credit - Emprunts en euro;Ordre;0.0
Budget Assainissement;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;281532;Amortissements des immobilisations corporelles - Reseaux d assainissement;281532;Amortissements des immobilisations corporelles - Reseaux d assainissement;Ordre;0.0
Budget Assainissement;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;281788;Amortissements des immobilisations corporelles - Autres;281788;Amortissements des immobilisations corporelles - Autres;Ordre;0.0
Budget Assainissement;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;28184;Amortissements des immobilisations corporelles - Mobilier;28184;Amortissements des immobilisations corporelles - Mobilier;Ordre;0.0
Budget Assainissement;M49;Depense;Investissement;41;Operations patrimoniales;21311;Constructions - ba¢timents d exploitations (O);21311;Constructions - ba¢timents d exploitations (O);Ordre;0.0
Budget Assainissement;M49;Depense;Investissement;41;Operations patrimoniales;21532;Installations, materiel et outillage techniques - Reseaux d assainissement (O);21532;Installations, materiel et outillage techniques - Reseaux d assainissement (O);Ordre;0.0
